[2021-09-08 15:29:55,232][        main.py][line: 141][    INFO] args:Namespace(hidden_size=128, num_generated_samples=100, sample_width=1, MCMC_size=5, learning_rate=0.01, gammar=0.99, mp_size=10, use_multi_proc=True, multi_metrics=True, motif=True, sender_file='generated_samples.txt', receiver_file='output_syn.txt', inputs='polymer_117.txt', resume=True, resume_path='log-num_generated_samples100-20210908-004010-multi_metrics/best_epoch_2_1.1797641278227733.pkl')
[2021-09-08 19:51:09,776][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8946885702278354, 'num_rules': 336, 'num_samples': 0, 'syn': 0.10091743119266056}]
[2021-09-08 19:51:09,777][        main.py][line: 185][    INFO] ======sample 2 returns [1.0326807792288173, 0.9990652415766875, 0.9956060014204959]=======:
[2021-09-08 20:02:24,532][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8870792564833065, 'num_rules': 344, 'num_samples': 0, 'syn': 0.1651376146788991}]
[2021-09-08 20:02:24,533][        main.py][line: 185][    INFO] ======sample 3 returns [1.0326807792288173, 0.9990652415766875, 0.9956060014204959, 1.0522168711622055]=======:
[2021-09-08 20:13:04,426][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8973473129885193, 'num_rules': 336, 'num_samples': 0, 'syn': 0.12844036697247707}]
[2021-09-08 20:13:04,427][        main.py][line: 185][    INFO] ======sample 4 returns [1.0326807792288173, 0.9990652415766875, 0.9956060014204959, 1.0522168711622055, 1.0257876799609964]=======:
[2021-09-08 20:13:05,740][        main.py][line: 208][    INFO] loss: tensor([1.2208], grad_fn=<AddBackward0>)
[2021-09-08 20:13:05,741][        main.py][line: 209][    INFO] ===epoch3===
[2021-09-08 20:13:05,742][        main.py][line: 210][    INFO] loss: 1.2207680940628052
[2021-09-08 20:13:05,742][        main.py][line: 211][    INFO] eval_metrics: [[{'diversity': 0.8950661003297348, 'num_rules': 346, 'num_samples': 0, 'syn': 0.13761467889908258}], [{'diversity': 0.8972133897248357, 'num_rules': 344, 'num_samples': 0, 'syn': 0.10185185185185185}], [{'diversity': 0.8946885702278354, 'num_rules': 336, 'num_samples': 0, 'syn': 0.10091743119266056}], [{'diversity': 0.8870792564833065, 'num_rules': 344, 'num_samples': 0, 'syn': 0.1651376146788991}], [{'diversity': 0.8973473129885193, 'num_rules': 336, 'num_samples': 0, 'syn': 0.12844036697247707}]]
[2021-09-08 20:13:05,742][        main.py][line: 219][    INFO] mean_eval_metrics diversity: 0.8942789259508463
[2021-09-08 20:13:05,742][        main.py][line: 219][    INFO] mean_eval_metrics num_rules: 341.2
[2021-09-08 20:13:05,743][        main.py][line: 219][    INFO] mean_eval_metrics num_samples: 0.0
[2021-09-08 20:13:05,743][        main.py][line: 219][    INFO] mean_eval_metrics syn: 0.12679238871899423
[2021-09-08 20:13:05,743][        main.py][line: 220][    INFO] =====
[2021-09-08 20:24:14,398][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8891313500206861, 'num_rules': 340, 'num_samples': 0, 'syn': 0.1743119266055046}]
[2021-09-08 20:24:14,399][        main.py][line: 185][    INFO] ======sample 0 returns [1.0634432766261908]=======:
[2021-09-08 20:36:06,860][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.895310550294814, 'num_rules': 340, 'num_samples': 0, 'syn': 0.11926605504587157}]
[2021-09-08 20:36:06,860][        main.py][line: 185][    INFO] ======sample 1 returns [1.0634432766261908, 1.0145766053406855]=======:
[2021-09-08 20:47:10,920][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.894830498635474, 'num_rules': 341, 'num_samples': 0, 'syn': 0.07339449541284404}]
[2021-09-08 20:47:10,920][        main.py][line: 185][    INFO] ======sample 2 returns [1.0634432766261908, 1.0145766053406855, 0.9682249940483181]=======:
[2021-09-08 20:58:32,194][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8898031819491004, 'num_rules': 345, 'num_samples': 0, 'syn': 0.1574074074074074}]
[2021-09-08 20:58:32,194][        main.py][line: 185][    INFO] ======sample 3 returns [1.0634432766261908, 1.0145766053406855, 0.9682249940483181, 1.0472105893565078]=======:
[2021-09-08 21:10:06,960][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8893073502711288, 'num_rules': 340, 'num_samples': 0, 'syn': 0.11926605504587157}]
[2021-09-08 21:10:06,961][        main.py][line: 185][    INFO] ======sample 4 returns [1.0634432766261908, 1.0145766053406855, 0.9682249940483181, 1.0472105893565078, 1.0085734053170003]=======:
[2021-09-08 21:10:08,026][        main.py][line: 208][    INFO] loss: tensor([-0.7934], grad_fn=<AddBackward0>)
[2021-09-08 21:10:08,027][        main.py][line: 209][    INFO] ===epoch4===
[2021-09-08 21:10:08,027][        main.py][line: 210][    INFO] loss: -0.7934295535087585
[2021-09-08 21:10:08,028][        main.py][line: 211][    INFO] eval_metrics: [[{'diversity': 0.8891313500206861, 'num_rules': 340, 'num_samples': 0, 'syn': 0.1743119266055046}], [{'diversity': 0.895310550294814, 'num_rules': 340, 'num_samples': 0, 'syn': 0.11926605504587157}], [{'diversity': 0.894830498635474, 'num_rules': 341, 'num_samples': 0, 'syn': 0.07339449541284404}], [{'diversity': 0.8898031819491004, 'num_rules': 345, 'num_samples': 0, 'syn': 0.1574074074074074}], [{'diversity': 0.8893073502711288, 'num_rules': 340, 'num_samples': 0, 'syn': 0.11926605504587157}]]
[2021-09-08 21:10:08,028][        main.py][line: 219][    INFO] mean_eval_metrics diversity: 0.8916765862342407
[2021-09-08 21:10:08,028][        main.py][line: 219][    INFO] mean_eval_metrics num_rules: 341.2
[2021-09-08 21:10:08,028][        main.py][line: 219][    INFO] mean_eval_metrics num_samples: 0.0
[2021-09-08 21:10:08,028][        main.py][line: 219][    INFO] mean_eval_metrics syn: 0.12872918790349983
[2021-09-08 21:10:08,029][        main.py][line: 220][    INFO] =====
[2021-09-08 21:22:14,320][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8931045871548607, 'num_rules': 340, 'num_samples': 0, 'syn': 0.05555555555555555}]
[2021-09-08 21:22:14,321][        main.py][line: 185][    INFO] ======sample 0 returns [0.9486601427104163]=======:
[2021-09-08 21:34:24,606][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.901389516663621, 'num_rules': 345, 'num_samples': 0, 'syn': 0.13761467889908258}]
[2021-09-08 21:34:24,607][        main.py][line: 185][    INFO] ======sample 1 returns [0.9486601427104163, 1.0390041955627036]=======:
[2021-09-08 21:45:37,531][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8969198469970138, 'num_rules': 340, 'num_samples': 0, 'syn': 0.10091743119266056}]
[2021-09-08 21:45:37,531][        main.py][line: 185][    INFO] ======sample 2 returns [0.9486601427104163, 1.0390041955627036, 0.9978372781896743]=======:
[2021-09-08 21:57:08,751][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8967374733644988, 'num_rules': 340, 'num_samples': 0, 'syn': 0.1834862385321101}]
[2021-09-08 21:57:08,752][        main.py][line: 185][    INFO] ======sample 3 returns [0.9486601427104163, 1.0390041955627036, 0.9978372781896743, 1.080223711896609]=======:
[2021-09-08 22:08:28,362][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8943013510233133, 'num_rules': 344, 'num_samples': 0, 'syn': 0.2222222222222222}]
[2021-09-08 22:08:28,362][        main.py][line: 185][    INFO] ======sample 4 returns [0.9486601427104163, 1.0390041955627036, 0.9978372781896743, 1.080223711896609, 1.1165235732455354]=======:
[2021-09-08 22:08:29,063][        main.py][line: 208][    INFO] loss: tensor([-0.7362], grad_fn=<AddBackward0>)
[2021-09-08 22:08:29,064][        main.py][line: 209][    INFO] ===epoch5===
[2021-09-08 22:08:29,064][        main.py][line: 210][    INFO] loss: -0.7361518144607544
[2021-09-08 22:08:29,065][        main.py][line: 211][    INFO] eval_metrics: [[{'diversity': 0.8931045871548607, 'num_rules': 340, 'num_samples': 0, 'syn': 0.05555555555555555}], [{'diversity': 0.901389516663621, 'num_rules': 345, 'num_samples': 0, 'syn': 0.13761467889908258}], [{'diversity': 0.8969198469970138, 'num_rules': 340, 'num_samples': 0, 'syn': 0.10091743119266056}], [{'diversity': 0.8967374733644988, 'num_rules': 340, 'num_samples': 0, 'syn': 0.1834862385321101}], [{'diversity': 0.8943013510233133, 'num_rules': 344, 'num_samples': 0, 'syn': 0.2222222222222222}]]
[2021-09-08 22:08:29,065][        main.py][line: 219][    INFO] mean_eval_metrics diversity: 0.8964905550406614
[2021-09-08 22:08:29,065][        main.py][line: 219][    INFO] mean_eval_metrics num_rules: 341.8
[2021-09-08 22:08:29,065][        main.py][line: 219][    INFO] mean_eval_metrics num_samples: 0.0
[2021-09-08 22:08:29,065][        main.py][line: 219][    INFO] mean_eval_metrics syn: 0.1399592252803262
[2021-09-08 22:08:29,065][        main.py][line: 220][    INFO] =====
[2021-09-08 22:20:39,145][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8976833403788713, 'num_rules': 340, 'num_samples': 0, 'syn': 0.1743119266055046}]
[2021-09-08 22:20:39,146][        main.py][line: 185][    INFO] ======sample 0 returns [1.071995266984376]=======:
[2021-09-08 22:32:44,405][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.9055984333594498, 'num_rules': 333, 'num_samples': 0, 'syn': 0.28440366972477066}]
[2021-09-08 22:32:44,405][        main.py][line: 185][    INFO] ======sample 1 returns [1.071995266984376, 1.1900021030842205]=======:
[2021-09-08 22:44:38,665][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8879660701193508, 'num_rules': 339, 'num_samples': 0, 'syn': 0.17757009345794392}]
[2021-09-08 22:44:38,665][        main.py][line: 185][    INFO] ======sample 2 returns [1.071995266984376, 1.1900021030842205, 1.0655361635772946]=======:
[2021-09-08 22:56:36,053][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8905621368370871, 'num_rules': 343, 'num_samples': 0, 'syn': 0.1651376146788991}]
[2021-09-08 22:56:36,054][        main.py][line: 185][    INFO] ======sample 3 returns [1.071995266984376, 1.1900021030842205, 1.0655361635772946, 1.055699751515986]=======:
[2021-09-08 23:08:14,274][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.9037172455888051, 'num_rules': 340, 'num_samples': 0, 'syn': 0.11926605504587157}]
[2021-09-08 23:08:14,275][        main.py][line: 185][    INFO] ======sample 4 returns [1.071995266984376, 1.1900021030842205, 1.0655361635772946, 1.055699751515986, 1.0229833006346767]=======:
[2021-09-08 23:08:15,219][        main.py][line: 208][    INFO] loss: tensor([-0.8297], grad_fn=<AddBackward0>)
[2021-09-08 23:08:15,219][        main.py][line: 209][    INFO] ===epoch6===
[2021-09-08 23:08:15,221][        main.py][line: 210][    INFO] loss: -0.8297213315963745
[2021-09-08 23:08:15,221][        main.py][line: 211][    INFO] eval_metrics: [[{'diversity': 0.8976833403788713, 'num_rules': 340, 'num_samples': 0, 'syn': 0.1743119266055046}], [{'diversity': 0.9055984333594498, 'num_rules': 333, 'num_samples': 0, 'syn': 0.28440366972477066}], [{'diversity': 0.8879660701193508, 'num_rules': 339, 'num_samples': 0, 'syn': 0.17757009345794392}], [{'diversity': 0.8905621368370871, 'num_rules': 343, 'num_samples': 0, 'syn': 0.1651376146788991}], [{'diversity': 0.9037172455888051, 'num_rules': 340, 'num_samples': 0, 'syn': 0.11926605504587157}]]
[2021-09-08 23:08:15,221][        main.py][line: 219][    INFO] mean_eval_metrics diversity: 0.8971054452567128
[2021-09-08 23:08:15,221][        main.py][line: 219][    INFO] mean_eval_metrics num_rules: 339.0
[2021-09-08 23:08:15,221][        main.py][line: 219][    INFO] mean_eval_metrics num_samples: 0.0
[2021-09-08 23:08:15,222][        main.py][line: 219][    INFO] mean_eval_metrics syn: 0.18413787190259798
[2021-09-08 23:08:15,222][        main.py][line: 220][    INFO] =====
[2021-09-08 23:20:46,270][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.897723022419287, 'num_rules': 343, 'num_samples': 0, 'syn': 0.1388888888888889}]
[2021-09-08 23:20:46,270][        main.py][line: 185][    INFO] ======sample 0 returns [1.036611911308176]=======:
[2021-09-08 23:33:12,422][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8909980035500432, 'num_rules': 344, 'num_samples': 0, 'syn': 0.1651376146788991}]
[2021-09-08 23:33:12,423][        main.py][line: 185][    INFO] ======sample 1 returns [1.036611911308176, 1.0561356182289423]=======:
[2021-09-08 23:45:32,391][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8838181210177349, 'num_rules': 337, 'num_samples': 0, 'syn': 0.16822429906542055}]
[2021-09-08 23:45:32,391][        main.py][line: 185][    INFO] ======sample 2 returns [1.036611911308176, 1.0561356182289423, 1.0520424200831555]=======:
[2021-09-08 23:58:04,841][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.9029254986760367, 'num_rules': 345, 'num_samples': 0, 'syn': 0.23853211009174313}]
[2021-09-08 23:58:04,842][        main.py][line: 185][    INFO] ======sample 3 returns [1.036611911308176, 1.0561356182289423, 1.0520424200831555, 1.1414576087677797]=======:
[2021-09-09 00:11:12,777][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8976316763412653, 'num_rules': 352, 'num_samples': 0, 'syn': 0.17592592592592593}]
[2021-09-09 00:11:12,777][        main.py][line: 185][    INFO] ======sample 4 returns [1.036611911308176, 1.0561356182289423, 1.0520424200831555, 1.1414576087677797, 1.0735576022671913]=======:
[2021-09-09 00:11:13,864][        main.py][line: 208][    INFO] loss: tensor([1.2892], grad_fn=<AddBackward0>)
[2021-09-09 00:11:13,867][        main.py][line: 209][    INFO] ===epoch7===
[2021-09-09 00:11:13,867][        main.py][line: 210][    INFO] loss: 1.2891819477081299
[2021-09-09 00:11:13,867][        main.py][line: 211][    INFO] eval_metrics: [[{'diversity': 0.897723022419287, 'num_rules': 343, 'num_samples': 0, 'syn': 0.1388888888888889}], [{'diversity': 0.8909980035500432, 'num_rules': 344, 'num_samples': 0, 'syn': 0.1651376146788991}], [{'diversity': 0.8838181210177349, 'num_rules': 337, 'num_samples': 0, 'syn': 0.16822429906542055}], [{'diversity': 0.9029254986760367, 'num_rules': 345, 'num_samples': 0, 'syn': 0.23853211009174313}], [{'diversity': 0.8976316763412653, 'num_rules': 352, 'num_samples': 0, 'syn': 0.17592592592592593}]]
[2021-09-09 00:11:13,867][        main.py][line: 219][    INFO] mean_eval_metrics diversity: 0.8946192644008735
[2021-09-09 00:11:13,868][        main.py][line: 219][    INFO] mean_eval_metrics num_rules: 344.2
[2021-09-09 00:11:13,868][        main.py][line: 219][    INFO] mean_eval_metrics num_samples: 0.0
[2021-09-09 00:11:13,868][        main.py][line: 219][    INFO] mean_eval_metrics syn: 0.17734176773017551
[2021-09-09 00:11:13,868][        main.py][line: 220][    INFO] =====
[2021-09-09 00:24:29,221][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.9008568818234974, 'num_rules': 343, 'num_samples': 0, 'syn': 0.1651376146788991}]
[2021-09-09 00:24:29,221][        main.py][line: 185][    INFO] ======sample 0 returns [1.0659944965023964]=======:
[2021-09-09 00:37:41,924][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8954632774828801, 'num_rules': 347, 'num_samples': 0, 'syn': 0.10091743119266056}]
[2021-09-09 00:37:41,925][        main.py][line: 185][    INFO] ======sample 1 returns [1.0659944965023964, 0.9963807086755407]=======:
[2021-09-09 00:50:57,362][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8858470707417601, 'num_rules': 345, 'num_samples': 0, 'syn': 0.26605504587155965}]
[2021-09-09 00:50:57,362][        main.py][line: 185][    INFO] ======sample 2 returns [1.0659944965023964, 0.9963807086755407, 1.1519021166133196]=======:
[2021-09-09 01:03:43,537][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8819384180127914, 'num_rules': 343, 'num_samples': 0, 'syn': 0.1926605504587156}]
[2021-09-09 01:03:43,537][        main.py][line: 185][    INFO] ======sample 3 returns [1.0659944965023964, 0.9963807086755407, 1.1519021166133196, 1.074598968471507]=======:
[2021-09-09 01:16:57,214][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8971156994708533, 'num_rules': 346, 'num_samples': 0, 'syn': 0.2018348623853211}]
[2021-09-09 01:16:57,215][        main.py][line: 185][    INFO] ======sample 4 returns [1.0659944965023964, 0.9963807086755407, 1.1519021166133196, 1.074598968471507, 1.0989505618561743]=======:
[2021-09-09 01:16:58,239][        main.py][line: 208][    INFO] loss: tensor([-0.8027], grad_fn=<AddBackward0>)
[2021-09-09 01:16:58,240][        main.py][line: 209][    INFO] ===epoch8===
[2021-09-09 01:16:58,241][        main.py][line: 210][    INFO] loss: -0.8027085065841675
[2021-09-09 01:16:58,241][        main.py][line: 211][    INFO] eval_metrics: [[{'diversity': 0.9008568818234974, 'num_rules': 343, 'num_samples': 0, 'syn': 0.1651376146788991}], [{'diversity': 0.8954632774828801, 'num_rules': 347, 'num_samples': 0, 'syn': 0.10091743119266056}], [{'diversity': 0.8858470707417601, 'num_rules': 345, 'num_samples': 0, 'syn': 0.26605504587155965}], [{'diversity': 0.8819384180127914, 'num_rules': 343, 'num_samples': 0, 'syn': 0.1926605504587156}], [{'diversity': 0.8971156994708533, 'num_rules': 346, 'num_samples': 0, 'syn': 0.2018348623853211}]]
[2021-09-09 01:16:58,242][        main.py][line: 219][    INFO] mean_eval_metrics diversity: 0.8922442695063564
[2021-09-09 01:16:58,242][        main.py][line: 219][    INFO] mean_eval_metrics num_rules: 344.8
[2021-09-09 01:16:58,243][        main.py][line: 219][    INFO] mean_eval_metrics num_samples: 0.0
[2021-09-09 01:16:58,243][        main.py][line: 219][    INFO] mean_eval_metrics syn: 0.1853211009174312
[2021-09-09 01:16:58,243][        main.py][line: 220][    INFO] =====
[2021-09-09 01:29:50,975][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8971479099205268, 'num_rules': 347, 'num_samples': 0, 'syn': 0.2777777777777778}]
[2021-09-09 01:29:50,975][        main.py][line: 185][    INFO] ======sample 0 returns [1.1749256876983045]=======:
[2021-09-09 01:43:10,706][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8964941993976849, 'num_rules': 348, 'num_samples': 0, 'syn': 0.1926605504587156}]
[2021-09-09 01:43:10,706][        main.py][line: 185][    INFO] ======sample 1 returns [1.1749256876983045, 1.0891547498564005]=======:
[2021-09-09 01:57:36,889][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.9036453070619672, 'num_rules': 348, 'num_samples': 0, 'syn': 0.22018348623853212}]
[2021-09-09 01:57:36,889][        main.py][line: 185][    INFO] ======sample 2 returns [1.1749256876983045, 1.0891547498564005, 1.1238287933004993]=======:
[2021-09-09 02:11:01,356][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.895499974289731, 'num_rules': 339, 'num_samples': 0, 'syn': 0.27522935779816515}]
[2021-09-09 02:11:01,356][        main.py][line: 185][    INFO] ======sample 3 returns [1.1749256876983045, 1.0891547498564005, 1.1238287933004993, 1.1707293320878962]=======:
[2021-09-09 02:24:20,379][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.898266590256531, 'num_rules': 349, 'num_samples': 0, 'syn': 0.2222222222222222}]
[2021-09-09 02:24:20,380][        main.py][line: 185][    INFO] ======sample 4 returns [1.1749256876983045, 1.0891547498564005, 1.1238287933004993, 1.1707293320878962, 1.120488812478753]=======:
[2021-09-09 02:24:22,182][        main.py][line: 208][    INFO] loss: tensor([-0.7180], grad_fn=<AddBackward0>)
[2021-09-09 02:24:22,183][        main.py][line: 209][    INFO] ===epoch9===
[2021-09-09 02:24:22,184][        main.py][line: 210][    INFO] loss: -0.7180362939834595
[2021-09-09 02:24:22,184][        main.py][line: 211][    INFO] eval_metrics: [[{'diversity': 0.8971479099205268, 'num_rules': 347, 'num_samples': 0, 'syn': 0.2777777777777778}], [{'diversity': 0.8964941993976849, 'num_rules': 348, 'num_samples': 0, 'syn': 0.1926605504587156}], [{'diversity': 0.9036453070619672, 'num_rules': 348, 'num_samples': 0, 'syn': 0.22018348623853212}], [{'diversity': 0.895499974289731, 'num_rules': 339, 'num_samples': 0, 'syn': 0.27522935779816515}], [{'diversity': 0.898266590256531, 'num_rules': 349, 'num_samples': 0, 'syn': 0.2222222222222222}]]
[2021-09-09 02:24:22,185][        main.py][line: 219][    INFO] mean_eval_metrics diversity: 0.8982107961852883
[2021-09-09 02:24:22,186][        main.py][line: 219][    INFO] mean_eval_metrics num_rules: 346.2
