[2021-09-23 17:59:15,927][        main.py][line: 141][    INFO] args:Namespace(hidden_size=128, num_generated_samples=100, sample_width=1, MCMC_size=5, learning_rate=0.01, gammar=0.99, mp_size=10, use_multi_proc=True, multi_metrics=True, motif=False, sender_file='generated_samples.txt', receiver_file='output_syn.txt', resume=False, resume_path='', _lambda_0=0.5, _lambda_1=1.0)
[2021-09-23 20:30:19,413][        main.py][line: 219][    INFO] mean_eval_metrics syn: 0.19017277643617353
[2021-09-23 20:30:19,413][        main.py][line: 220][    INFO] =====
[2021-09-23 20:46:18,891][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8574370904352382, 'num_rules': 61, 'num_samples': 0, 'syn': 0.11009174311926606}]
[2021-09-23 20:46:18,891][        main.py][line: 185][    INFO] ======sample 0 returns [0.5388102883368852]=======:
[2021-09-23 21:00:29,421][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8902403327492403, 'num_rules': 55, 'num_samples': 0, 'syn': 0.1308411214953271}]
[2021-09-23 21:00:29,422][        main.py][line: 185][    INFO] ======sample 1 returns [0.5388102883368852, 0.5759612878699473]=======:
[2021-09-23 21:20:05,459][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8213598536339759, 'num_rules': 57, 'num_samples': 0, 'syn': 0.1559633027522936}]
[2021-09-23 21:20:05,459][        main.py][line: 185][    INFO] ======sample 2 returns [0.5388102883368852, 0.5759612878699473, 0.5666432295692816]=======:
[2021-09-23 21:34:27,933][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8915301370298288, 'num_rules': 59, 'num_samples': 0, 'syn': 0.11214953271028037}]
[2021-09-23 21:34:27,933][        main.py][line: 185][    INFO] ======sample 3 returns [0.5388102883368852, 0.5759612878699473, 0.5666432295692816, 0.5579146012251948]=======:
[2021-09-23 21:51:27,293][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8981393442318624, 'num_rules': 60, 'num_samples': 0, 'syn': 0.1743119266055046}]
[2021-09-23 21:51:27,293][        main.py][line: 185][    INFO] ======sample 4 returns [0.5388102883368852, 0.5759612878699473, 0.5666432295692816, 0.5579146012251948, 0.6233815987214357]=======:
[2021-09-23 21:51:28,960][        main.py][line: 208][    INFO] loss: tensor([-0.2135], grad_fn=<AddBackward0>)
[2021-09-23 21:51:28,960][        main.py][line: 209][    INFO] ===epoch3===
[2021-09-23 21:51:28,963][        main.py][line: 210][    INFO] loss: -0.21353848278522491
[2021-09-23 21:51:28,963][        main.py][line: 211][    INFO] eval_metrics: [[{'diversity': 0.8574370904352382, 'num_rules': 61, 'num_samples': 0, 'syn': 0.11009174311926606}], [{'diversity': 0.8902403327492403, 'num_rules': 55, 'num_samples': 0, 'syn': 0.1308411214953271}], [{'diversity': 0.8213598536339759, 'num_rules': 57, 'num_samples': 0, 'syn': 0.1559633027522936}], [{'diversity': 0.8915301370298288, 'num_rules': 59, 'num_samples': 0, 'syn': 0.11214953271028037}], [{'diversity': 0.8981393442318624, 'num_rules': 60, 'num_samples': 0, 'syn': 0.1743119266055046}]]
[2021-09-23 21:51:28,963][        main.py][line: 219][    INFO] mean_eval_metrics diversity: 0.8717413516160291
[2021-09-23 21:51:28,964][        main.py][line: 219][    INFO] mean_eval_metrics num_rules: 58.4
[2021-09-23 21:51:28,964][        main.py][line: 219][    INFO] mean_eval_metrics num_samples: 0.0
[2021-09-23 21:51:28,964][        main.py][line: 219][    INFO] mean_eval_metrics syn: 0.13667152533653434
[2021-09-23 21:51:28,964][        main.py][line: 220][    INFO] =====
[2021-09-23 22:03:09,702][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8755241693737461, 'num_rules': 58, 'num_samples': 0, 'syn': 0.2616822429906542}]
[2021-09-23 22:03:09,703][        main.py][line: 185][    INFO] ======sample 0 returns [0.6994443276775273]=======:
[2021-09-23 22:19:24,789][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8545775241685712, 'num_rules': 52, 'num_samples': 0, 'syn': 0.25}]
[2021-09-23 22:19:24,789][        main.py][line: 185][    INFO] ======sample 1 returns [0.6994443276775273, 0.6772887620842856]=======:
[2021-09-23 22:31:38,734][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8828456526781373, 'num_rules': 58, 'num_samples': 0, 'syn': 0.24770642201834864}]
[2021-09-23 22:31:38,735][        main.py][line: 185][    INFO] ======sample 2 returns [0.6994443276775273, 0.6772887620842856, 0.6891292483574173]=======:
[2021-09-23 22:44:10,817][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8706298415359218, 'num_rules': 57, 'num_samples': 0, 'syn': 0.045871559633027525}]
[2021-09-23 22:44:10,817][        main.py][line: 185][    INFO] ======sample 3 returns [0.6994443276775273, 0.6772887620842856, 0.6891292483574173, 0.48118648040098844]=======:
[2021-09-23 22:56:08,947][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8780960972546042, 'num_rules': 54, 'num_samples': 0, 'syn': 0.07339449541284404}]
[2021-09-23 22:56:08,947][        main.py][line: 185][    INFO] ======sample 4 returns [0.6994443276775273, 0.6772887620842856, 0.6891292483574173, 0.48118648040098844, 0.5124425440401461]=======:
[2021-09-23 22:56:12,441][        main.py][line: 208][    INFO] loss: tensor([-4.2040], grad_fn=<AddBackward0>)
[2021-09-23 22:56:12,441][        main.py][line: 209][    INFO] ===epoch4===
[2021-09-23 22:56:12,441][        main.py][line: 210][    INFO] loss: -4.203957557678223
[2021-09-23 22:56:12,441][        main.py][line: 211][    INFO] eval_metrics: [[{'diversity': 0.8755241693737461, 'num_rules': 58, 'num_samples': 0, 'syn': 0.2616822429906542}], [{'diversity': 0.8545775241685712, 'num_rules': 52, 'num_samples': 0, 'syn': 0.25}], [{'diversity': 0.8828456526781373, 'num_rules': 58, 'num_samples': 0, 'syn': 0.24770642201834864}], [{'diversity': 0.8706298415359218, 'num_rules': 57, 'num_samples': 0, 'syn': 0.045871559633027525}], [{'diversity': 0.8780960972546042, 'num_rules': 54, 'num_samples': 0, 'syn': 0.07339449541284404}]]
[2021-09-23 22:56:12,442][        main.py][line: 219][    INFO] mean_eval_metrics diversity: 0.8723346570021961
[2021-09-23 22:56:12,442][        main.py][line: 219][    INFO] mean_eval_metrics num_rules: 55.8
[2021-09-23 22:56:12,442][        main.py][line: 219][    INFO] mean_eval_metrics num_samples: 0.0
[2021-09-23 22:56:12,442][        main.py][line: 219][    INFO] mean_eval_metrics syn: 0.1757309440109749
[2021-09-23 22:56:12,442][        main.py][line: 220][    INFO] =====
[2021-09-23 23:12:23,000][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8815180932925741, 'num_rules': 62, 'num_samples': 0, 'syn': 0.1388888888888889}]
[2021-09-23 23:12:23,001][        main.py][line: 185][    INFO] ======sample 0 returns [0.579647935535176]=======:
[2021-09-23 23:23:55,895][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8727183707796098, 'num_rules': 59, 'num_samples': 0, 'syn': 0.1743119266055046}]
[2021-09-23 23:23:55,896][        main.py][line: 185][    INFO] ======sample 1 returns [0.579647935535176, 0.6106711119953094]=======:
[2021-09-23 23:40:59,765][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8753065825705898, 'num_rules': 51, 'num_samples': 0, 'syn': 0.1559633027522936}]
[2021-09-23 23:40:59,766][        main.py][line: 185][    INFO] ======sample 2 returns [0.579647935535176, 0.6106711119953094, 0.5936165940375885]=======:
[2021-09-23 23:51:09,416][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8940823681440903, 'num_rules': 56, 'num_samples': 0, 'syn': 0.14678899082568808}]
[2021-09-23 23:51:09,417][        main.py][line: 185][    INFO] ======sample 3 returns [0.579647935535176, 0.6106711119953094, 0.5936165940375885, 0.5938301748977333]=======:
[2021-09-24 00:04:29,647][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8930106970203309, 'num_rules': 54, 'num_samples': 0, 'syn': 0.05555555555555555}]
[2021-09-24 00:04:29,647][        main.py][line: 185][    INFO] ======sample 4 returns [0.579647935535176, 0.6106711119953094, 0.5936165940375885, 0.5938301748977333, 0.502060904065721]=======:
[2021-09-24 00:04:32,355][        main.py][line: 208][    INFO] loss: tensor([2.0751], grad_fn=<AddBackward0>)
[2021-09-24 00:04:32,359][        main.py][line: 209][    INFO] ===epoch5===
[2021-09-24 00:04:32,359][        main.py][line: 210][    INFO] loss: 2.075126886367798
[2021-09-24 00:04:32,360][        main.py][line: 211][    INFO] eval_metrics: [[{'diversity': 0.8815180932925741, 'num_rules': 62, 'num_samples': 0, 'syn': 0.1388888888888889}], [{'diversity': 0.8727183707796098, 'num_rules': 59, 'num_samples': 0, 'syn': 0.1743119266055046}], [{'diversity': 0.8753065825705898, 'num_rules': 51, 'num_samples': 0, 'syn': 0.1559633027522936}], [{'diversity': 0.8940823681440903, 'num_rules': 56, 'num_samples': 0, 'syn': 0.14678899082568808}], [{'diversity': 0.8930106970203309, 'num_rules': 54, 'num_samples': 0, 'syn': 0.05555555555555555}]]
[2021-09-24 00:04:32,360][        main.py][line: 219][    INFO] mean_eval_metrics diversity: 0.883327222361439
[2021-09-24 00:04:32,361][        main.py][line: 219][    INFO] mean_eval_metrics num_rules: 56.4
[2021-09-24 00:04:32,361][        main.py][line: 219][    INFO] mean_eval_metrics num_samples: 0.0
[2021-09-24 00:04:32,361][        main.py][line: 219][    INFO] mean_eval_metrics syn: 0.13430173292558614
[2021-09-24 00:04:32,362][        main.py][line: 220][    INFO] =====
[2021-09-24 00:17:54,607][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8296181197515298, 'num_rules': 55, 'num_samples': 0, 'syn': 0.1388888888888889}]
[2021-09-24 00:17:54,607][        main.py][line: 185][    INFO] ======sample 0 returns [0.5536979487646538]=======:
[2021-09-24 00:31:34,986][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8675816247996866, 'num_rules': 56, 'num_samples': 0, 'syn': 0.1509433962264151}]
[2021-09-24 00:31:34,987][        main.py][line: 185][    INFO] ======sample 1 returns [0.5536979487646538, 0.5847342086262584]=======:
[2021-09-24 00:45:48,308][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8848398488489682, 'num_rules': 49, 'num_samples': 0, 'syn': 0.102803738317757}]
[2021-09-24 00:45:48,309][        main.py][line: 185][    INFO] ======sample 2 returns [0.5536979487646538, 0.5847342086262584, 0.5452236627422411]=======:
[2021-09-24 00:59:23,446][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.889712151659099, 'num_rules': 56, 'num_samples': 0, 'syn': 0.1574074074074074}]
[2021-09-24 00:59:23,446][        main.py][line: 185][    INFO] ======sample 3 returns [0.5536979487646538, 0.5847342086262584, 0.5452236627422411, 0.6022634832369569]=======:
[2021-09-24 01:13:48,312][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8749006470291663, 'num_rules': 49, 'num_samples': 0, 'syn': 0.14150943396226415}]
[2021-09-24 01:13:48,313][        main.py][line: 185][    INFO] ======sample 4 returns [0.5536979487646538, 0.5847342086262584, 0.5452236627422411, 0.6022634832369569, 0.5789597574768472]=======:
[2021-09-24 01:13:50,183][        main.py][line: 208][    INFO] loss: tensor([0.2948], grad_fn=<AddBackward0>)
[2021-09-24 01:13:50,183][        main.py][line: 209][    INFO] ===epoch6===
[2021-09-24 01:13:50,184][        main.py][line: 210][    INFO] loss: 0.2947547733783722
[2021-09-24 01:13:50,184][        main.py][line: 211][    INFO] eval_metrics: [[{'diversity': 0.8296181197515298, 'num_rules': 55, 'num_samples': 0, 'syn': 0.1388888888888889}], [{'diversity': 0.8675816247996866, 'num_rules': 56, 'num_samples': 0, 'syn': 0.1509433962264151}], [{'diversity': 0.8848398488489682, 'num_rules': 49, 'num_samples': 0, 'syn': 0.102803738317757}], [{'diversity': 0.889712151659099, 'num_rules': 56, 'num_samples': 0, 'syn': 0.1574074074074074}], [{'diversity': 0.8749006470291663, 'num_rules': 49, 'num_samples': 0, 'syn': 0.14150943396226415}]]
[2021-09-24 01:13:50,184][        main.py][line: 219][    INFO] mean_eval_metrics diversity: 0.8693304784176898
[2021-09-24 01:13:50,184][        main.py][line: 219][    INFO] mean_eval_metrics num_rules: 53.0
[2021-09-24 01:13:50,184][        main.py][line: 219][    INFO] mean_eval_metrics num_samples: 0.0
[2021-09-24 01:13:50,184][        main.py][line: 219][    INFO] mean_eval_metrics syn: 0.13831057296054652
[2021-09-24 01:13:50,184][        main.py][line: 220][    INFO] =====
[2021-09-24 01:31:51,659][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8734248937859543, 'num_rules': 50, 'num_samples': 0, 'syn': 0.14678899082568808}]
[2021-09-24 01:31:51,660][        main.py][line: 185][    INFO] ======sample 0 returns [0.5835014377186653]=======:
[2021-09-24 01:46:22,081][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8666003958609743, 'num_rules': 52, 'num_samples': 0, 'syn': 0.27522935779816515}]
[2021-09-24 01:46:22,081][        main.py][line: 185][    INFO] ======sample 1 returns [0.5835014377186653, 0.7085295557286523]=======:
[2021-09-24 02:03:08,550][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8972447034923149, 'num_rules': 51, 'num_samples': 0, 'syn': 0.23148148148148148}]
[2021-09-24 02:03:08,551][        main.py][line: 185][    INFO] ======sample 2 returns [0.5835014377186653, 0.7085295557286523, 0.6801038332276389]=======:
[2021-09-24 02:21:12,420][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8895321599431508, 'num_rules': 50, 'num_samples': 0, 'syn': 0.09259259259259259}]
[2021-09-24 02:21:12,420][        main.py][line: 185][    INFO] ======sample 3 returns [0.5835014377186653, 0.7085295557286523, 0.6801038332276389, 0.537358672564168]=======:
[2021-09-24 02:38:01,867][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8927821309062635, 'num_rules': 55, 'num_samples': 0, 'syn': 0.1559633027522936}]
[2021-09-24 02:38:01,867][        main.py][line: 185][    INFO] ======sample 4 returns [0.5835014377186653, 0.7085295557286523, 0.6801038332276389, 0.537358672564168, 0.6023543682054253]=======:
[2021-09-24 02:38:05,345][        main.py][line: 208][    INFO] loss: tensor([1.6404], grad_fn=<AddBackward0>)
[2021-09-24 02:38:05,345][        main.py][line: 209][    INFO] ===epoch7===
[2021-09-24 02:38:05,345][        main.py][line: 210][    INFO] loss: 1.640383243560791
[2021-09-24 02:38:05,346][        main.py][line: 211][    INFO] eval_metrics: [[{'diversity': 0.8734248937859543, 'num_rules': 50, 'num_samples': 0, 'syn': 0.14678899082568808}], [{'diversity': 0.8666003958609743, 'num_rules': 52, 'num_samples': 0, 'syn': 0.27522935779816515}], [{'diversity': 0.8972447034923149, 'num_rules': 51, 'num_samples': 0, 'syn': 0.23148148148148148}], [{'diversity': 0.8895321599431508, 'num_rules': 50, 'num_samples': 0, 'syn': 0.09259259259259259}], [{'diversity': 0.8927821309062635, 'num_rules': 55, 'num_samples': 0, 'syn': 0.1559633027522936}]]
[2021-09-24 02:38:05,346][        main.py][line: 219][    INFO] mean_eval_metrics diversity: 0.8839168567977316
[2021-09-24 02:38:05,346][        main.py][line: 219][    INFO] mean_eval_metrics num_rules: 51.6
[2021-09-24 02:38:05,346][        main.py][line: 219][    INFO] mean_eval_metrics num_samples: 0.0
[2021-09-24 02:38:05,346][        main.py][line: 219][    INFO] mean_eval_metrics syn: 0.18041114509004416
[2021-09-24 02:38:05,347][        main.py][line: 220][    INFO] =====
[2021-09-24 02:53:59,205][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8834806604689085, 'num_rules': 51, 'num_samples': 0, 'syn': 0.1574074074074074}]
[2021-09-24 02:53:59,206][        main.py][line: 185][    INFO] ======sample 0 returns [0.5991477376418617]=======:
[2021-09-24 03:10:27,524][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8753786223679728, 'num_rules': 56, 'num_samples': 0, 'syn': 0.19444444444444445}]
[2021-09-24 03:10:27,525][        main.py][line: 185][    INFO] ======sample 1 returns [0.5991477376418617, 0.6321337556284309]=======:
[2021-09-24 03:24:37,803][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8741023596581436, 'num_rules': 50, 'num_samples': 0, 'syn': 0.205607476635514}]
[2021-09-24 03:24:37,803][        main.py][line: 185][    INFO] ======sample 2 returns [0.5991477376418617, 0.6321337556284309, 0.6426586564645859]=======:
[2021-09-24 03:38:17,140][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8616218400626412, 'num_rules': 48, 'num_samples': 0, 'syn': 0.11926605504587157}]
[2021-09-24 03:38:17,140][        main.py][line: 185][    INFO] ======sample 3 returns [0.5991477376418617, 0.6321337556284309, 0.6426586564645859, 0.5500769750771921]=======:
[2021-09-24 03:51:51,629][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.869316736027216, 'num_rules': 53, 'num_samples': 0, 'syn': 0.2897196261682243}]
[2021-09-24 03:51:51,629][        main.py][line: 185][    INFO] ======sample 4 returns [0.5991477376418617, 0.6321337556284309, 0.6426586564645859, 0.5500769750771921, 0.7243779941818322]=======:
[2021-09-24 03:51:53,067][        main.py][line: 208][    INFO] loss: tensor([0.9843], grad_fn=<AddBackward0>)
[2021-09-24 03:51:53,068][        main.py][line: 209][    INFO] ===epoch8===
[2021-09-24 03:51:53,068][        main.py][line: 210][    INFO] loss: 0.9843199253082275
[2021-09-24 03:51:53,068][        main.py][line: 211][    INFO] eval_metrics: [[{'diversity': 0.8834806604689085, 'num_rules': 51, 'num_samples': 0, 'syn': 0.1574074074074074}], [{'diversity': 0.8753786223679728, 'num_rules': 56, 'num_samples': 0, 'syn': 0.19444444444444445}], [{'diversity': 0.8741023596581436, 'num_rules': 50, 'num_samples': 0, 'syn': 0.205607476635514}], [{'diversity': 0.8616218400626412, 'num_rules': 48, 'num_samples': 0, 'syn': 0.11926605504587157}], [{'diversity': 0.869316736027216, 'num_rules': 53, 'num_samples': 0, 'syn': 0.2897196261682243}]]
[2021-09-24 03:51:53,069][        main.py][line: 219][    INFO] mean_eval_metrics diversity: 0.8727800437169766
[2021-09-24 03:51:53,069][        main.py][line: 219][    INFO] mean_eval_metrics num_rules: 51.6
[2021-09-24 03:51:53,069][        main.py][line: 219][    INFO] mean_eval_metrics num_samples: 0.0
[2021-09-24 03:51:53,069][        main.py][line: 219][    INFO] mean_eval_metrics syn: 0.19328900194029233
[2021-09-24 03:51:53,069][        main.py][line: 220][    INFO] =====
[2021-09-24 04:06:32,138][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8737090078675183, 'num_rules': 41, 'num_samples': 0, 'syn': 0.1388888888888889}]
[2021-09-24 04:06:32,138][        main.py][line: 185][    INFO] ======sample 0 returns [0.5757433928226481]=======:
[2021-09-24 04:22:43,646][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8908407553003139, 'num_rules': 50, 'num_samples': 0, 'syn': 0.2169811320754717}]
[2021-09-24 04:22:43,647][        main.py][line: 185][    INFO] ======sample 1 returns [0.5757433928226481, 0.6624015097256286]=======:
[2021-09-24 04:36:38,326][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8887606271552155, 'num_rules': 47, 'num_samples': 0, 'syn': 0.20754716981132076}]
[2021-09-24 04:36:38,326][        main.py][line: 185][    INFO] ======sample 2 returns [0.5757433928226481, 0.6624015097256286, 0.6519274833889286]=======:
[2021-09-24 04:47:51,576][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8650563099533543, 'num_rules': 44, 'num_samples': 0, 'syn': 0.16037735849056603}]
[2021-09-24 04:47:51,576][        main.py][line: 185][    INFO] ======sample 3 returns [0.5757433928226481, 0.6624015097256286, 0.6519274833889286, 0.5929055134672432]=======:
[2021-09-24 05:04:53,489][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8599703337492456, 'num_rules': 43, 'num_samples': 0, 'syn': 0.25471698113207547}]
[2021-09-24 05:04:53,490][        main.py][line: 185][    INFO] ======sample 4 returns [0.5757433928226481, 0.6624015097256286, 0.6519274833889286, 0.5929055134672432, 0.6847021480066983]=======:
[2021-09-24 05:04:56,588][        main.py][line: 208][    INFO] loss: tensor([-0.7792], grad_fn=<AddBackward0>)
[2021-09-24 05:04:56,589][        main.py][line: 209][    INFO] ===epoch9===
[2021-09-24 05:04:56,589][        main.py][line: 210][    INFO] loss: -0.7791507244110107
[2021-09-24 05:04:56,589][        main.py][line: 211][    INFO] eval_metrics: [[{'diversity': 0.8737090078675183, 'num_rules': 41, 'num_samples': 0, 'syn': 0.1388888888888889}], [{'diversity': 0.8908407553003139, 'num_rules': 50, 'num_samples': 0, 'syn': 0.2169811320754717}], [{'diversity': 0.8887606271552155, 'num_rules': 47, 'num_samples': 0, 'syn': 0.20754716981132076}], [{'diversity': 0.8650563099533543, 'num_rules': 44, 'num_samples': 0, 'syn': 0.16037735849056603}], [{'diversity': 0.8599703337492456, 'num_rules': 43, 'num_samples': 0, 'syn': 0.25471698113207547}]]
[2021-09-24 05:04:56,589][        main.py][line: 219][    INFO] mean_eval_metrics diversity: 0.8756674068051294
[2021-09-24 05:04:56,590][        main.py][line: 219][    INFO] mean_eval_metrics num_rules: 45.0
[2021-09-24 05:04:56,590][        main.py][line: 219][    INFO] mean_eval_metrics num_samples: 0.0
