[2021-09-26 19:20:26,884][        main.py][line: 141][    INFO] args:Namespace(hidden_size=128, num_generated_samples=100, sample_width=1, MCMC_size=5, learning_rate=0.01, gammar=0.99, mp_size=10, use_multi_proc=True, multi_metrics=True, motif=False, sender_file='generated_samples.txt', receiver_file='output_syn.txt', resume=False, resume_path='', _lambda_0=0.5, _lambda_1=1)
[2021-09-26 23:11:20,678][        main.py][line: 211][    INFO] eval_metrics: [[{'diversity': 0.8996477543888208, 'num_rules': 36, 'num_samples': 0, 'syn': 0.4351851851851852}], [{'diversity': 0.8840187363623354, 'num_rules': 36, 'num_samples': 0, 'syn': 0.46788990825688076}], [{'diversity': 0.8870425774808881, 'num_rules': 38, 'num_samples': 0, 'syn': 0.4953271028037383}], [{'diversity': 0.8917757440281651, 'num_rules': 39, 'num_samples': 0, 'syn': 0.5321100917431193}], [{'diversity': 0.88214007105067, 'num_rules': 36, 'num_samples': 0, 'syn': 0.5660377358490566}]]
[2021-09-26 23:11:20,678][        main.py][line: 219][    INFO] mean_eval_metrics diversity: 0.888924976662176
[2021-09-26 23:11:20,679][        main.py][line: 219][    INFO] mean_eval_metrics num_rules: 37.0
[2021-09-26 23:11:20,679][        main.py][line: 219][    INFO] mean_eval_metrics num_samples: 0.0
[2021-09-26 23:11:20,679][        main.py][line: 219][    INFO] mean_eval_metrics syn: 0.499310004767596
[2021-09-26 23:11:20,679][        main.py][line: 220][    INFO] =====
[2021-09-26 23:19:33,964][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.9113619625550546, 'num_rules': 41, 'num_samples': 0, 'syn': 0.5229357798165137}]
[2021-09-26 23:19:33,965][        main.py][line: 185][    INFO] ======sample 0 returns [0.978616761094041]=======:
[2021-09-26 23:27:20,193][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8822256630786803, 'num_rules': 40, 'num_samples': 0, 'syn': 0.6728971962616822}]
[2021-09-26 23:27:20,194][        main.py][line: 185][    INFO] ======sample 1 returns [0.978616761094041, 1.1140100278010223]=======:
[2021-09-26 23:39:44,774][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8895258538377165, 'num_rules': 34, 'num_samples': 0, 'syn': 0.4485981308411215}]
[2021-09-26 23:39:44,774][        main.py][line: 185][    INFO] ======sample 2 returns [0.978616761094041, 1.1140100278010223, 0.8933610577599798]=======:
[2021-09-26 23:48:19,858][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8821204945385426, 'num_rules': 43, 'num_samples': 0, 'syn': 0.47706422018348627}]
[2021-09-26 23:48:19,859][        main.py][line: 185][    INFO] ======sample 3 returns [0.978616761094041, 1.1140100278010223, 0.8933610577599798, 0.9181244674527576]=======:
[2021-09-26 23:58:55,229][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.9010944471207233, 'num_rules': 36, 'num_samples': 0, 'syn': 0.3888888888888889}]
[2021-09-26 23:58:55,230][        main.py][line: 185][    INFO] ======sample 4 returns [0.978616761094041, 1.1140100278010223, 0.8933610577599798, 0.9181244674527576, 0.8394361124492505]=======:
[2021-09-26 23:58:58,784][        main.py][line: 208][    INFO] loss: tensor([-1.1243], grad_fn=<AddBackward0>)
[2021-09-26 23:58:58,785][        main.py][line: 209][    INFO] ===epoch6===
[2021-09-26 23:58:58,790][        main.py][line: 210][    INFO] loss: -1.1243091821670532
[2021-09-26 23:58:58,790][        main.py][line: 211][    INFO] eval_metrics: [[{'diversity': 0.9113619625550546, 'num_rules': 41, 'num_samples': 0, 'syn': 0.5229357798165137}], [{'diversity': 0.8822256630786803, 'num_rules': 40, 'num_samples': 0, 'syn': 0.6728971962616822}], [{'diversity': 0.8895258538377165, 'num_rules': 34, 'num_samples': 0, 'syn': 0.4485981308411215}], [{'diversity': 0.8821204945385426, 'num_rules': 43, 'num_samples': 0, 'syn': 0.47706422018348627}], [{'diversity': 0.9010944471207233, 'num_rules': 36, 'num_samples': 0, 'syn': 0.3888888888888889}]]
[2021-09-26 23:58:58,790][        main.py][line: 219][    INFO] mean_eval_metrics diversity: 0.8932656842261435
[2021-09-26 23:58:58,790][        main.py][line: 219][    INFO] mean_eval_metrics num_rules: 38.8
[2021-09-26 23:58:58,791][        main.py][line: 219][    INFO] mean_eval_metrics num_samples: 0.0
[2021-09-26 23:58:58,791][        main.py][line: 219][    INFO] mean_eval_metrics syn: 0.5020768431983386
[2021-09-26 23:58:58,791][        main.py][line: 220][    INFO] =====
[2021-09-27 00:09:37,340][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.9038130306729957, 'num_rules': 37, 'num_samples': 0, 'syn': 0.5277777777777778}]
[2021-09-27 00:09:37,341][        main.py][line: 185][    INFO] ======sample 0 returns [0.9796842931142756]=======:
[2021-09-27 00:16:01,249][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8926974966807918, 'num_rules': 39, 'num_samples': 0, 'syn': 0.6285714285714286}]
[2021-09-27 00:16:01,250][        main.py][line: 185][    INFO] ======sample 1 returns [0.9796842931142756, 1.0749201769118244]=======:
[2021-09-27 00:27:47,202][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8855263316683112, 'num_rules': 39, 'num_samples': 0, 'syn': 0.6074766355140186}]
[2021-09-27 00:27:47,203][        main.py][line: 185][    INFO] ======sample 2 returns [0.9796842931142756, 1.0749201769118244, 1.0502398013481742]=======:
[2021-09-27 00:37:20,188][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8965921248730776, 'num_rules': 38, 'num_samples': 0, 'syn': 0.6018518518518519}]
[2021-09-27 00:37:20,188][        main.py][line: 185][    INFO] ======sample 3 returns [0.9796842931142756, 1.0749201769118244, 1.0502398013481742, 1.0501479142883907]=======:
[2021-09-27 00:45:09,288][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8873131604132255, 'num_rules': 41, 'num_samples': 0, 'syn': 0.5925925925925926}]
[2021-09-27 00:45:09,289][        main.py][line: 185][    INFO] ======sample 4 returns [0.9796842931142756, 1.0749201769118244, 1.0502398013481742, 1.0501479142883907, 1.0362491727992054]=======:
[2021-09-27 00:45:12,461][        main.py][line: 208][    INFO] loss: tensor([0.7494], grad_fn=<AddBackward0>)
[2021-09-27 00:45:12,462][        main.py][line: 209][    INFO] ===epoch7===
[2021-09-27 00:45:12,462][        main.py][line: 210][    INFO] loss: 0.7494065761566162
[2021-09-27 00:45:12,462][        main.py][line: 211][    INFO] eval_metrics: [[{'diversity': 0.9038130306729957, 'num_rules': 37, 'num_samples': 0, 'syn': 0.5277777777777778}], [{'diversity': 0.8926974966807918, 'num_rules': 39, 'num_samples': 0, 'syn': 0.6285714285714286}], [{'diversity': 0.8855263316683112, 'num_rules': 39, 'num_samples': 0, 'syn': 0.6074766355140186}], [{'diversity': 0.8965921248730776, 'num_rules': 38, 'num_samples': 0, 'syn': 0.6018518518518519}], [{'diversity': 0.8873131604132255, 'num_rules': 41, 'num_samples': 0, 'syn': 0.5925925925925926}]]
[2021-09-27 00:45:12,462][        main.py][line: 219][    INFO] mean_eval_metrics diversity: 0.8931884288616804
[2021-09-27 00:45:12,463][        main.py][line: 219][    INFO] mean_eval_metrics num_rules: 38.8
[2021-09-27 00:45:12,463][        main.py][line: 219][    INFO] mean_eval_metrics num_samples: 0.0
[2021-09-27 00:45:12,463][        main.py][line: 219][    INFO] mean_eval_metrics syn: 0.5916540572615339
[2021-09-27 00:45:12,463][        main.py][line: 220][    INFO] =====
[2021-09-27 00:57:48,739][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.9063823158087159, 'num_rules': 40, 'num_samples': 0, 'syn': 0.5185185185185185}]
[2021-09-27 00:57:48,739][        main.py][line: 185][    INFO] ======sample 0 returns [0.9717096764228764]=======:
[2021-09-27 01:05:50,166][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8878084358909181, 'num_rules': 41, 'num_samples': 0, 'syn': 0.5471698113207547}]
[2021-09-27 01:05:50,166][        main.py][line: 185][    INFO] ======sample 1 returns [0.9717096764228764, 0.9910740292662137]=======:
[2021-09-27 01:16:47,568][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8911908990718064, 'num_rules': 43, 'num_samples': 0, 'syn': 0.5094339622641509}]
[2021-09-27 01:16:47,568][        main.py][line: 185][    INFO] ======sample 2 returns [0.9717096764228764, 0.9910740292662137, 0.9550294118000542]=======:
[2021-09-27 01:25:45,689][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8675158982588873, 'num_rules': 41, 'num_samples': 0, 'syn': 0.6851851851851852}]
[2021-09-27 01:25:45,690][        main.py][line: 185][    INFO] ======sample 3 returns [0.9717096764228764, 0.9910740292662137, 0.9550294118000542, 1.118943134314629]=======:
[2021-09-27 01:33:11,747][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.9006620164430511, 'num_rules': 39, 'num_samples': 0, 'syn': 0.660377358490566}]
[2021-09-27 01:33:11,748][        main.py][line: 185][    INFO] ======sample 4 returns [0.9717096764228764, 0.9910740292662137, 0.9550294118000542, 1.118943134314629, 1.1107083667120916]=======:
[2021-09-27 01:33:12,650][        main.py][line: 208][    INFO] loss: tensor([-0.7056], grad_fn=<AddBackward0>)
[2021-09-27 01:33:12,650][        main.py][line: 209][    INFO] ===epoch8===
[2021-09-27 01:33:12,650][        main.py][line: 210][    INFO] loss: -0.7055765390396118
[2021-09-27 01:33:12,651][        main.py][line: 211][    INFO] eval_metrics: [[{'diversity': 0.9063823158087159, 'num_rules': 40, 'num_samples': 0, 'syn': 0.5185185185185185}], [{'diversity': 0.8878084358909181, 'num_rules': 41, 'num_samples': 0, 'syn': 0.5471698113207547}], [{'diversity': 0.8911908990718064, 'num_rules': 43, 'num_samples': 0, 'syn': 0.5094339622641509}], [{'diversity': 0.8675158982588873, 'num_rules': 41, 'num_samples': 0, 'syn': 0.6851851851851852}], [{'diversity': 0.9006620164430511, 'num_rules': 39, 'num_samples': 0, 'syn': 0.660377358490566}]]
[2021-09-27 01:33:12,651][        main.py][line: 219][    INFO] mean_eval_metrics diversity: 0.8907119130946757
[2021-09-27 01:33:12,651][        main.py][line: 219][    INFO] mean_eval_metrics num_rules: 40.8
[2021-09-27 01:33:12,651][        main.py][line: 219][    INFO] mean_eval_metrics num_samples: 0.0
[2021-09-27 01:33:12,651][        main.py][line: 219][    INFO] mean_eval_metrics syn: 0.5841369671558351
[2021-09-27 01:33:12,651][        main.py][line: 220][    INFO] =====
[2021-09-27 01:41:31,196][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8781849337499683, 'num_rules': 41, 'num_samples': 0, 'syn': 0.6923076923076923}]
[2021-09-27 01:41:31,197][        main.py][line: 185][    INFO] ======sample 0 returns [1.1314001591826766]=======:
[2021-09-27 01:48:50,860][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8790156826272247, 'num_rules': 45, 'num_samples': 0, 'syn': 0.7155963302752294}]
[2021-09-27 01:48:50,861][        main.py][line: 185][    INFO] ======sample 1 returns [1.1314001591826766, 1.1551041715888417]=======:
[2021-09-27 01:56:59,414][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.87294260386313, 'num_rules': 43, 'num_samples': 0, 'syn': 0.6944444444444444}]
[2021-09-27 01:56:59,415][        main.py][line: 185][    INFO] ======sample 2 returns [1.1314001591826766, 1.1551041715888417, 1.1309157463760093]=======:
[2021-09-27 02:05:24,933][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8872464770247627, 'num_rules': 41, 'num_samples': 0, 'syn': 0.6296296296296297}]
[2021-09-27 02:05:24,933][        main.py][line: 185][    INFO] ======sample 3 returns [1.1314001591826766, 1.1551041715888417, 1.1309157463760093, 1.073252868142011]=======:
[2021-09-27 02:14:29,502][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8839622394293836, 'num_rules': 40, 'num_samples': 0, 'syn': 0.6226415094339622}]
[2021-09-27 02:14:29,502][        main.py][line: 185][    INFO] ======sample 4 returns [1.1314001591826766, 1.1551041715888417, 1.1309157463760093, 1.073252868142011, 1.064622629148654]=======:
[2021-09-27 02:14:30,732][        main.py][line: 208][    INFO] loss: tensor([0.2216], grad_fn=<AddBackward0>)
[2021-09-27 02:14:30,732][        main.py][line: 209][    INFO] ===epoch9===
[2021-09-27 02:14:30,732][        main.py][line: 210][    INFO] loss: 0.22155068814754486
[2021-09-27 02:14:30,732][        main.py][line: 211][    INFO] eval_metrics: [[{'diversity': 0.8781849337499683, 'num_rules': 41, 'num_samples': 0, 'syn': 0.6923076923076923}], [{'diversity': 0.8790156826272247, 'num_rules': 45, 'num_samples': 0, 'syn': 0.7155963302752294}], [{'diversity': 0.87294260386313, 'num_rules': 43, 'num_samples': 0, 'syn': 0.6944444444444444}], [{'diversity': 0.8872464770247627, 'num_rules': 41, 'num_samples': 0, 'syn': 0.6296296296296297}], [{'diversity': 0.8839622394293836, 'num_rules': 40, 'num_samples': 0, 'syn': 0.6226415094339622}]]
[2021-09-27 02:14:30,733][        main.py][line: 219][    INFO] mean_eval_metrics diversity: 0.880270387338894
[2021-09-27 02:14:30,733][        main.py][line: 219][    INFO] mean_eval_metrics num_rules: 42.0
[2021-09-27 02:14:30,733][        main.py][line: 219][    INFO] mean_eval_metrics num_samples: 0.0
