[2021-09-26 19:17:16,731][        main.py][line: 141][    INFO] args:Namespace(hidden_size=128, num_generated_samples=100, sample_width=1, MCMC_size=5, learning_rate=0.01, gammar=0.99, mp_size=10, use_multi_proc=True, multi_metrics=True, motif=False, sender_file='generated_samples.txt', receiver_file='output_syn.txt', resume=False, resume_path='', _lambda_0=0.5, _lambda_1=1)
[2021-09-27 02:00:59,432][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8804868741860353, 'num_rules': 117, 'num_samples': 0, 'syn': 0.5596330275229358}]
[2021-09-27 02:00:59,432][        main.py][line: 185][    INFO] ======sample 0 returns [0.9998764646159535]=======:
[2021-09-27 02:32:11,591][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8794592282077249, 'num_rules': 117, 'num_samples': 0, 'syn': 0.6759259259259259}]
[2021-09-27 02:32:11,591][        main.py][line: 185][    INFO] ======sample 1 returns [0.9998764646159535, 1.1156555400297883]=======:
[2021-09-27 03:01:49,115][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8696602817764685, 'num_rules': 102, 'num_samples': 0, 'syn': 0.794392523364486}]
[2021-09-27 03:01:49,115][        main.py][line: 185][    INFO] ======sample 2 returns [0.9998764646159535, 1.1156555400297883, 1.2292226642527202]=======:
[2021-09-27 03:33:00,082][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8831239973707183, 'num_rules': 117, 'num_samples': 0, 'syn': 0.7129629629629629}]
[2021-09-27 03:33:00,083][        main.py][line: 185][    INFO] ======sample 3 returns [0.9998764646159535, 1.1156555400297883, 1.2292226642527202, 1.1545249616483222]=======:
[2021-09-27 04:02:18,798][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8851892931017716, 'num_rules': 103, 'num_samples': 0, 'syn': 0.6355140186915887}]
[2021-09-27 04:02:18,799][        main.py][line: 185][    INFO] ======sample 4 returns [0.9998764646159535, 1.1156555400297883, 1.2292226642527202, 1.1545249616483222, 1.0781086652424745]=======:
[2021-09-27 04:02:24,200][        main.py][line: 208][    INFO] loss: tensor([-0.5600], grad_fn=<AddBackward0>)
[2021-09-27 04:02:24,212][        main.py][line: 209][    INFO] ===epoch4===
[2021-09-27 04:02:24,214][        main.py][line: 210][    INFO] loss: -0.5600374937057495
[2021-09-27 04:02:24,214][        main.py][line: 211][    INFO] eval_metrics: [[{'diversity': 0.8804868741860353, 'num_rules': 117, 'num_samples': 0, 'syn': 0.5596330275229358}], [{'diversity': 0.8794592282077249, 'num_rules': 117, 'num_samples': 0, 'syn': 0.6759259259259259}], [{'diversity': 0.8696602817764685, 'num_rules': 102, 'num_samples': 0, 'syn': 0.794392523364486}], [{'diversity': 0.8831239973707183, 'num_rules': 117, 'num_samples': 0, 'syn': 0.7129629629629629}], [{'diversity': 0.8851892931017716, 'num_rules': 103, 'num_samples': 0, 'syn': 0.6355140186915887}]]
[2021-09-27 04:02:24,215][        main.py][line: 219][    INFO] mean_eval_metrics diversity: 0.8795839349285437
[2021-09-27 04:02:24,215][        main.py][line: 219][    INFO] mean_eval_metrics num_rules: 111.2
[2021-09-27 04:02:24,215][        main.py][line: 219][    INFO] mean_eval_metrics num_samples: 0.0
[2021-09-27 04:02:24,216][        main.py][line: 219][    INFO] mean_eval_metrics syn: 0.6756856916935798
[2021-09-27 04:02:24,216][        main.py][line: 220][    INFO] =====
[2021-09-27 04:29:20,219][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8499556473793362, 'num_rules': 106, 'num_samples': 0, 'syn': 0.8}]
[2021-09-27 04:29:20,220][        main.py][line: 185][    INFO] ======sample 0 returns [1.224977823689668]=======:
[2021-09-27 05:01:00,177][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8675863572812897, 'num_rules': 108, 'num_samples': 0, 'syn': 0.7570093457943925}]
[2021-09-27 05:01:00,178][        main.py][line: 185][    INFO] ======sample 1 returns [1.224977823689668, 1.1908025244350373]=======:
[2021-09-27 05:33:39,171][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8823070763069418, 'num_rules': 101, 'num_samples': 0, 'syn': 0.6851851851851852}]
[2021-09-27 05:33:39,172][        main.py][line: 185][    INFO] ======sample 2 returns [1.224977823689668, 1.1908025244350373, 1.1263387233386561]=======:
[2021-09-27 06:01:38,329][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8748885549341596, 'num_rules': 101, 'num_samples': 0, 'syn': 0.7383177570093458}]
[2021-09-27 06:01:38,330][        main.py][line: 185][    INFO] ======sample 3 returns [1.224977823689668, 1.1908025244350373, 1.1263387233386561, 1.1757620344764255]=======:
[2021-09-27 06:35:43,029][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8906267321496336, 'num_rules': 101, 'num_samples': 0, 'syn': 0.7641509433962265}]
[2021-09-27 06:35:43,029][        main.py][line: 185][    INFO] ======sample 4 returns [1.224977823689668, 1.1908025244350373, 1.1263387233386561, 1.1757620344764255, 1.2094643094710433]=======:
[2021-09-27 06:35:51,309][        main.py][line: 208][    INFO] loss: tensor([0.7755], grad_fn=<AddBackward0>)
[2021-09-27 06:35:51,310][        main.py][line: 209][    INFO] ===epoch5===
[2021-09-27 06:35:51,310][        main.py][line: 210][    INFO] loss: 0.7755210399627686
[2021-09-27 06:35:51,311][        main.py][line: 211][    INFO] eval_metrics: [[{'diversity': 0.8499556473793362, 'num_rules': 106, 'num_samples': 0, 'syn': 0.8}], [{'diversity': 0.8675863572812897, 'num_rules': 108, 'num_samples': 0, 'syn': 0.7570093457943925}], [{'diversity': 0.8823070763069418, 'num_rules': 101, 'num_samples': 0, 'syn': 0.6851851851851852}], [{'diversity': 0.8748885549341596, 'num_rules': 101, 'num_samples': 0, 'syn': 0.7383177570093458}], [{'diversity': 0.8906267321496336, 'num_rules': 101, 'num_samples': 0, 'syn': 0.7641509433962265}]]
[2021-09-27 06:35:51,311][        main.py][line: 219][    INFO] mean_eval_metrics diversity: 0.8730728736102721
[2021-09-27 06:35:51,311][        main.py][line: 219][    INFO] mean_eval_metrics num_rules: 103.4
[2021-09-27 06:35:51,311][        main.py][line: 219][    INFO] mean_eval_metrics num_samples: 0.0
[2021-09-27 06:35:51,311][        main.py][line: 219][    INFO] mean_eval_metrics syn: 0.7489326462770299
[2021-09-27 06:35:51,311][        main.py][line: 220][    INFO] =====
[2021-09-27 07:04:58,803][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.868896215188241, 'num_rules': 97, 'num_samples': 0, 'syn': 0.5370370370370371}]
[2021-09-27 07:04:58,803][        main.py][line: 185][    INFO] ======sample 0 returns [0.9714851446311576]=======:
[2021-09-27 07:33:45,222][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8847117486174728, 'num_rules': 107, 'num_samples': 0, 'syn': 0.7075471698113207}]
[2021-09-27 07:33:45,223][        main.py][line: 185][    INFO] ======sample 1 returns [0.9714851446311576, 1.149903044120057]=======:
[2021-09-27 08:08:29,585][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8593310682742477, 'num_rules': 113, 'num_samples': 0, 'syn': 0.616822429906542}]
[2021-09-27 08:08:29,585][        main.py][line: 185][    INFO] ======sample 2 returns [0.9714851446311576, 1.149903044120057, 1.0464879640436657]=======:
[2021-09-27 08:38:27,918][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8833994848215486, 'num_rules': 108, 'num_samples': 0, 'syn': 0.5555555555555556}]
[2021-09-27 08:38:27,919][        main.py][line: 185][    INFO] ======sample 3 returns [0.9714851446311576, 1.149903044120057, 1.0464879640436657, 0.9972552979663298]=======:
[2021-09-27 09:12:30,241][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8660104958299799, 'num_rules': 103, 'num_samples': 0, 'syn': 0.7047619047619048}]
[2021-09-27 09:12:30,241][        main.py][line: 185][    INFO] ======sample 4 returns [0.9714851446311576, 1.149903044120057, 1.0464879640436657, 0.9972552979663298, 1.1377671526768949]=======:
[2021-09-27 09:12:37,541][        main.py][line: 208][    INFO] loss: tensor([2.6229], grad_fn=<AddBackward0>)
[2021-09-27 09:12:37,542][        main.py][line: 209][    INFO] ===epoch6===
[2021-09-27 09:12:37,548][        main.py][line: 210][    INFO] loss: 2.6228888034820557
[2021-09-27 09:12:37,549][        main.py][line: 211][    INFO] eval_metrics: [[{'diversity': 0.868896215188241, 'num_rules': 97, 'num_samples': 0, 'syn': 0.5370370370370371}], [{'diversity': 0.8847117486174728, 'num_rules': 107, 'num_samples': 0, 'syn': 0.7075471698113207}], [{'diversity': 0.8593310682742477, 'num_rules': 113, 'num_samples': 0, 'syn': 0.616822429906542}], [{'diversity': 0.8833994848215486, 'num_rules': 108, 'num_samples': 0, 'syn': 0.5555555555555556}], [{'diversity': 0.8660104958299799, 'num_rules': 103, 'num_samples': 0, 'syn': 0.7047619047619048}]]
[2021-09-27 09:12:37,549][        main.py][line: 219][    INFO] mean_eval_metrics diversity: 0.8724698025462981
[2021-09-27 09:12:37,550][        main.py][line: 219][    INFO] mean_eval_metrics num_rules: 105.6
[2021-09-27 09:12:37,551][        main.py][line: 219][    INFO] mean_eval_metrics num_samples: 0.0
[2021-09-27 09:12:37,551][        main.py][line: 219][    INFO] mean_eval_metrics syn: 0.6243448194144721
[2021-09-27 09:12:37,551][        main.py][line: 220][    INFO] =====
[2021-09-27 09:38:58,494][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8658783981580889, 'num_rules': 109, 'num_samples': 0, 'syn': 0.7358490566037735}]
[2021-09-27 09:38:58,494][        main.py][line: 185][    INFO] ======sample 0 returns [1.168788255682818]=======:
[2021-09-27 10:10:34,775][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8680229222576239, 'num_rules': 101, 'num_samples': 0, 'syn': 0.7383177570093458}]
[2021-09-27 10:10:34,776][        main.py][line: 185][    INFO] ======sample 1 returns [1.168788255682818, 1.1723292181381577]=======:
[2021-09-27 10:44:34,590][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8810185451196453, 'num_rules': 99, 'num_samples': 0, 'syn': 0.7047619047619048}]
[2021-09-27 10:44:34,590][        main.py][line: 185][    INFO] ======sample 2 returns [1.168788255682818, 1.1723292181381577, 1.1452711773217275]=======:
[2021-09-27 11:18:31,396][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8286766951782725, 'num_rules': 106, 'num_samples': 0, 'syn': 0.7428571428571429}]
[2021-09-27 11:18:31,397][        main.py][line: 185][    INFO] ======sample 3 returns [1.168788255682818, 1.1723292181381577, 1.1452711773217275, 1.1571954904462791]=======:
[2021-09-27 11:47:43,558][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8683612054035454, 'num_rules': 95, 'num_samples': 0, 'syn': 0.7333333333333333}]
[2021-09-27 11:47:43,558][        main.py][line: 185][    INFO] ======sample 4 returns [1.168788255682818, 1.1723292181381577, 1.1452711773217275, 1.1571954904462791, 1.167513936035106]=======:
[2021-09-27 11:47:50,231][        main.py][line: 208][    INFO] loss: tensor([-0.1862], grad_fn=<AddBackward0>)
[2021-09-27 11:47:50,232][        main.py][line: 209][    INFO] ===epoch7===
[2021-09-27 11:47:50,232][        main.py][line: 210][    INFO] loss: -0.18616506457328796
[2021-09-27 11:47:50,233][        main.py][line: 211][    INFO] eval_metrics: [[{'diversity': 0.8658783981580889, 'num_rules': 109, 'num_samples': 0, 'syn': 0.7358490566037735}], [{'diversity': 0.8680229222576239, 'num_rules': 101, 'num_samples': 0, 'syn': 0.7383177570093458}], [{'diversity': 0.8810185451196453, 'num_rules': 99, 'num_samples': 0, 'syn': 0.7047619047619048}], [{'diversity': 0.8286766951782725, 'num_rules': 106, 'num_samples': 0, 'syn': 0.7428571428571429}], [{'diversity': 0.8683612054035454, 'num_rules': 95, 'num_samples': 0, 'syn': 0.7333333333333333}]]
[2021-09-27 11:47:50,233][        main.py][line: 219][    INFO] mean_eval_metrics diversity: 0.8623915532234353
[2021-09-27 11:47:50,233][        main.py][line: 219][    INFO] mean_eval_metrics num_rules: 102.0
[2021-09-27 11:47:50,233][        main.py][line: 219][    INFO] mean_eval_metrics num_samples: 0.0
[2021-09-27 11:47:50,233][        main.py][line: 219][    INFO] mean_eval_metrics syn: 0.7310238389131001
[2021-09-27 11:47:50,233][        main.py][line: 220][    INFO] =====
[2021-09-27 12:21:35,057][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8747005604954098, 'num_rules': 101, 'num_samples': 0, 'syn': 0.6261682242990654}]
[2021-09-27 12:21:35,058][        main.py][line: 185][    INFO] ======sample 0 returns [1.0635185045467703]=======:
[2021-09-27 12:57:32,401][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8714980168394971, 'num_rules': 104, 'num_samples': 0, 'syn': 0.6761904761904762}]
[2021-09-27 12:57:32,401][        main.py][line: 185][    INFO] ======sample 1 returns [1.0635185045467703, 1.1119394846102248]=======:
[2021-09-27 13:30:53,362][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8575870517945189, 'num_rules': 101, 'num_samples': 0, 'syn': 0.719626168224299}]
[2021-09-27 13:30:53,362][        main.py][line: 185][    INFO] ======sample 2 returns [1.0635185045467703, 1.1119394846102248, 1.1484196941215585]=======:
[2021-09-27 14:07:35,523][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8742556933446584, 'num_rules': 104, 'num_samples': 0, 'syn': 0.719626168224299}]
[2021-09-27 14:07:35,524][        main.py][line: 185][    INFO] ======sample 3 returns [1.0635185045467703, 1.1119394846102248, 1.1484196941215585, 1.1567540148966282]=======:
[2021-09-27 14:42:07,151][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8719231007456099, 'num_rules': 107, 'num_samples': 0, 'syn': 0.6915887850467289}]
[2021-09-27 14:42:07,152][        main.py][line: 185][    INFO] ======sample 4 returns [1.0635185045467703, 1.1119394846102248, 1.1484196941215585, 1.1567540148966282, 1.1275503354195338]=======:
[2021-09-27 14:42:14,634][        main.py][line: 208][    INFO] loss: tensor([1.0799], grad_fn=<AddBackward0>)
[2021-09-27 14:42:14,635][        main.py][line: 209][    INFO] ===epoch8===
[2021-09-27 14:42:14,635][        main.py][line: 210][    INFO] loss: 1.0798728466033936
[2021-09-27 14:42:14,635][        main.py][line: 211][    INFO] eval_metrics: [[{'diversity': 0.8747005604954098, 'num_rules': 101, 'num_samples': 0, 'syn': 0.6261682242990654}], [{'diversity': 0.8714980168394971, 'num_rules': 104, 'num_samples': 0, 'syn': 0.6761904761904762}], [{'diversity': 0.8575870517945189, 'num_rules': 101, 'num_samples': 0, 'syn': 0.719626168224299}], [{'diversity': 0.8742556933446584, 'num_rules': 104, 'num_samples': 0, 'syn': 0.719626168224299}], [{'diversity': 0.8719231007456099, 'num_rules': 107, 'num_samples': 0, 'syn': 0.6915887850467289}]]
[2021-09-27 14:42:14,635][        main.py][line: 219][    INFO] mean_eval_metrics diversity: 0.8699928846439388
[2021-09-27 14:42:14,636][        main.py][line: 219][    INFO] mean_eval_metrics num_rules: 103.4
[2021-09-27 14:42:14,636][        main.py][line: 219][    INFO] mean_eval_metrics num_samples: 0.0
[2021-09-27 14:42:14,636][        main.py][line: 219][    INFO] mean_eval_metrics syn: 0.6866399643969736
[2021-09-27 14:42:14,636][        main.py][line: 220][    INFO] =====
[2021-09-27 15:22:47,891][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8716359509437579, 'num_rules': 107, 'num_samples': 0, 'syn': 0.6481481481481481}]
[2021-09-27 15:22:47,892][        main.py][line: 185][    INFO] ======sample 0 returns [1.083966123620027]=======:
[2021-09-27 15:56:10,523][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8469955553248639, 'num_rules': 107, 'num_samples': 0, 'syn': 0.6261682242990654}]
[2021-09-27 15:56:10,524][        main.py][line: 185][    INFO] ======sample 1 returns [1.083966123620027, 1.0496660019614974]=======:
[2021-09-27 16:33:53,739][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8764860222289681, 'num_rules': 103, 'num_samples': 0, 'syn': 0.5607476635514018}]
[2021-09-27 16:33:53,740][        main.py][line: 185][    INFO] ======sample 2 returns [1.083966123620027, 1.0496660019614974, 0.9989906746658859]=======:
[2021-09-27 17:09:06,328][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.9044364174392392, 'num_rules': 109, 'num_samples': 0, 'syn': 0.6981132075471698}]
[2021-09-27 17:09:06,329][        main.py][line: 185][    INFO] ======sample 3 returns [1.083966123620027, 1.0496660019614974, 0.9989906746658859, 1.1503314162667895]=======:
[2021-09-27 17:43:23,521][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8602646074942801, 'num_rules': 107, 'num_samples': 0, 'syn': 0.6355140186915887}]
[2021-09-27 17:43:23,522][        main.py][line: 185][    INFO] ======sample 4 returns [1.083966123620027, 1.0496660019614974, 0.9989906746658859, 1.1503314162667895, 1.0656463224387287]=======:
[2021-09-27 17:43:45,942][        main.py][line: 208][    INFO] loss: tensor([1.0488], grad_fn=<AddBackward0>)
[2021-09-27 17:43:45,943][        main.py][line: 209][    INFO] ===epoch9===
[2021-09-27 17:43:45,944][        main.py][line: 210][    INFO] loss: 1.0488141775131226
[2021-09-27 17:43:45,945][        main.py][line: 211][    INFO] eval_metrics: [[{'diversity': 0.8716359509437579, 'num_rules': 107, 'num_samples': 0, 'syn': 0.6481481481481481}], [{'diversity': 0.8469955553248639, 'num_rules': 107, 'num_samples': 0, 'syn': 0.6261682242990654}], [{'diversity': 0.8764860222289681, 'num_rules': 103, 'num_samples': 0, 'syn': 0.5607476635514018}], [{'diversity': 0.9044364174392392, 'num_rules': 109, 'num_samples': 0, 'syn': 0.6981132075471698}], [{'diversity': 0.8602646074942801, 'num_rules': 107, 'num_samples': 0, 'syn': 0.6355140186915887}]]
[2021-09-27 17:43:45,945][        main.py][line: 219][    INFO] mean_eval_metrics diversity: 0.8719637106862219
[2021-09-27 17:43:45,946][        main.py][line: 219][    INFO] mean_eval_metrics num_rules: 106.6
[2021-09-27 17:43:45,946][        main.py][line: 219][    INFO] mean_eval_metrics num_samples: 0.0
[2021-09-27 17:43:45,947][        main.py][line: 219][    INFO] mean_eval_metrics syn: 0.6337382524474748
